SSN,Sentinel_site,Latitude,Longitude,xrpd_cluster,xrpd_cluster_subset,pH,TOC,K,Ca,Mn,Fe,Ni,Cu,Zn,m3.B,m3.Mg,m3.K,m3.Ca,m3.Mn,m3.Fe,m3.Cu,m3.Zn
icr014409,Nkhata Bay,-11.65983,34.21137167,7,FALSE,5.425,7469.82912,24392.39633,11980.39,1317.933667,39247.52733,14.171,13.26633333,60.62766667,0.1513,163.8,78.86,642.1,339.6,477,1.134,1.736
icr014429,Nkhata Bay,-11.64441667,34.208565,3,FALSE,4.656,8631.10662,2298.717333,209.727,138.6126667,20139.452,15.495,13.528,29.92833333,0.01,27.72,25.66,145.9,4.41,119.5,0.6889,0.795
icr014449,Nkhata Bay,-11.61566833,34.20503833,6,FALSE,5.572,11133.219,10118.338,639.595,186.2393333,16367.92233,20.99766667,18.17066667,49.68566667,0.0483,151.5,122,380.5,46.27,369.9,4.662,3.335
icr014469,Nkhata Bay,-11.59462833,34.20611667,3,FALSE,5.751,5727.62489,8530.949333,221.997,302.5443333,16833.60967,7.145,8.207666667,21.131,0.0785,33.09,56.72,119.4,77.76,118.2,0.5762,0.857
icr014489,Nkhata Bay,-11.65235833,34.228905,9,FALSE,5.96,15855.51103,17819.08933,4859.456333,587.8673333,43936.287,21.80166667,20.09,83.37366667,0.0426,513.9,53.01,1211,125.8,225.6,2.803,1.233
icr014509,Nkhata Bay,-11.636035,34.225515,9,FALSE,5.311,12700.14962,19354.65933,1480.851,365.217,50005.46567,37.76866667,27.89433333,88.773,0.0116,313.6,101.8,501.3,59.74,123.2,2.136,1.135
icr014529,Nkhata Bay,-11.61275667,34.22261833,8,FALSE,5.427,13098.2252,20116.15033,6753.844,732.6033333,37455.33867,18.04033333,16.28866667,67.65266667,0.0427,198.1,41.41,785.4,131.2,249.9,2.259,0.919
icr014549,Nkhata Bay,-11.59183667,34.230455,6,TRUE,5.942,14166.81012,24678.39867,9365.834333,972.4786667,36548.55433,15.42233333,16.00233333,64.97933333,0.1077,277.4,74.26,1250,244.7,378.5,2.21,2.075
icr014569,Nkhata Bay,-11.65377833,34.24810833,6,TRUE,5.295,3725.80836,22917.78567,1602.276667,496.7696667,42929.64167,19.67433333,16.071,57.47433333,0.0145,170.8,112.4,288.2,28.53,69.36,0.9387,2.129
icr014589,Nkhata Bay,-11.64765,34.24794167,6,TRUE,5.881,9651.29912,26515.17933,2868.116667,411.9456667,22803.57367,7.303333333,12.04633333,40.887,0.0609,128.7,158.9,428.6,73.8,126.2,0.8208,1.587
icr014609,Nkhata Bay,-11.61035833,34.25054833,3,TRUE,4.691,7718.56467,3770.833333,181.4893333,227.65,22405.96233,13.04933333,13.74166667,21.87233333,0.0728,42.7,51.12,165.5,29.37,64.94,0.6294,0.578
icr014629,Nkhata Bay,-11.58774167,34.25251,5,FALSE,5.954,5121.26704,15411.45033,5651.054,440.0186667,36064.57467,8.983,13.34933333,44.24733333,0.0654,154.2,172.5,576.9,57.65,62.32,0.7651,0.745
icr014649,Nkhata Bay,-11.66673333,34.27007167,5,FALSE,4.918,6223.86992,18495.29067,1067.594,253.9253333,26301.10167,10.61433333,8.831333333,42.74966667,0.0438,31.33,67.87,119.3,25.8,52.74,0.2938,0.519
icr014669,Nkhata Bay,-11.63818833,34.281435,5,FALSE,5.691,3670.44618,14619.88267,4780.269667,448.116,42934.663,16.628,15.18233333,48.495,0.0478,152.4,122.5,328.3,54.47,74.96,0.6522,1.412
icr014689,Nkhata Bay,-11.61,34.27014,3,TRUE,6.321,2350.66175,11679.26167,1251.781,370.4346667,32426.54633,11.07766667,19.01066667,39.54566667,0.0573,179.2,167.9,437.7,78.84,76.03,0.7665,1.356
icr014709,Nkhata Bay,-11.59017167,34.27192667,5,FALSE,5.914,8117.78923,9055.396,474.8113333,353.8476667,36993.31967,14.13666667,18.02366667,32.87866667,0.1327,160.1,119.6,266.7,118.3,91.11,1.217,1.295
icr014744,Thuchila,-15.975425,35.28968167,6,FALSE,6.425,2767.14548,39198.48567,2263.242333,553.0703333,30384.283,8.826666667,16.856,18.897,0.1584,92.49,79.32,570.8,198.8,158.8,1.704,1.489
icr014764,Thuchila,-15.94640333,35.29900667,7,FALSE,5.64,4359.05442,72037.80367,2992.933333,198.2686667,16788.675,2.277666667,6.566,23.89233333,0.0373,136,52.93,445,26.27,244,1.163,1.135
icr014784,Thuchila,-15.92747167,35.297925,4,FALSE,6.121,2122.57609,35333.503,2324.959667,384.2176667,16473.28467,7.683,11.48133333,29.38733333,0.1139,120.9,45.38,678,100.3,117.7,1.385,0.749
icr014804,Thuchila,-15.91097,35.30012,6,FALSE,6.729,8145.92332,24653.24367,5424.303667,414.7746667,31087.47733,16.287,16.08166667,30.412,0.3205,641.6,74.6,1064,57.48,217.8,2.503,1.216
icr014824,Thuchila,-15.97529,35.31520167,3,FALSE,6.43,7466.04055,14719.97533,2800.358,652.4646667,39723.89,18.624,35.89466667,42.55466667,0.2584,247.6,90.38,1362,118.6,184.8,4.105,0.871
icr014844,Thuchila,-15.95316167,35.32146333,2,FALSE,6.087,1707.74192,20033.37967,2164.137,378.0203333,16544.63667,1.914,6.073,20.32766667,0.0853,45.35,48,288.8,116.5,162.2,0.6907,1.104
icr014904,Thuchila,-15.97414833,35.34251833,6,FALSE,6.867,6635.73772,10409.37367,5584.044,869.3563333,53069.95967,11.674,20.55466667,43.727,0.2165,162.4,53.58,1521,202.3,196.3,2.643,1.47
icr015004,Thuchila,-15.947415,35.36159833,3,FALSE,6.084,14922.24216,11669.15133,872.2206667,695.8543333,20636.792,5.503,27.155,62.51433333,0.1978,66.6,62.88,561.4,353.7,231.8,6.517,1.766
icr015024,Thuchila,-15.92851667,35.36705333,5,FALSE,6.213,4428.32902,26045.40967,7136.801,552.7056667,35756.43033,22.19233333,33.013,36.885,0.2923,425.5,84.66,1851,69.4,291.6,6.279,1.666
icr015044,Thuchila,-15.905015,35.36222,6,TRUE,5.608,12449.64898,17066.13167,3080.347333,433.508,26079.00233,13.498,18.646,29.09566667,0.2104,199.7,85.67,981.1,73.48,161.9,2.863,1.07
icr015064,Lambussie,10.86386167,-2.686115,3,FALSE,5.363,3143.2651,1385.925667,310.592,185.926,24258.38567,3.215333333,12.83633333,8.122,0.0698,50.28,13.1,214.7,103.7,97.44,0.6677,1.004
icr015084,Lambussie,10.88871,-2.684621667,9,FALSE,6.602,5091.92929,1442.941667,21699.23833,6574.638667,111431.337,364.1703333,68.16033333,38.36,0.3747,754,23.38,1911,270.9,122.9,1.245,0.728
icr015104,Lambussie,10.90801333,-2.681893333,9,FALSE,6.697,8208.60013,3701.112,4553.710333,1604.833333,116047.705,24.32533333,77.45633333,68.49733333,0.2925,326.7,88.73,1787,195.9,133.7,4.963,1.597
icr015123,Lambussie,10.93269333,-2.682308333,4,FALSE,5.301,8140.19024,1314.022333,382.453,511.1516667,128227.413,25.048,44.67266667,37.48133333,0.0825,51.57,30.2,166,46.43,71.45,0.9694,0.807
icr015138,Lambussie,10.86856833,-2.663826667,5,FALSE,5.506,6213.78869,2659.19,364.0546667,388.2886667,43086.07233,8.654,20.84433333,14.351,0.147,73.04,31.98,182.3,89.53,73.34,0.6694,1.084
icr015158,Lambussie,10.87777,-2.661688333,5,TRUE,6.146,5558.94136,3742.069,844.2316667,859.3806667,52273.68067,13.94266667,57.96833333,33.141,0.2067,116.6,36.77,580.1,175,111,4.289,1.29
icr015178,Lambussie,10.9093,-2.65447,5,FALSE,6.284,4108.12169,3832.038667,830.4233333,474.6173333,44688.89,13.60866667,32.211,19.41366667,0.0557,164.8,33.53,596.9,54.16,65.91,1.326,0.591
icr015200,Lambussie,10.92868833,-2.664413333,7,FALSE,6.556,33324.16892,5963.089333,16425.87067,1033.024333,79370.22633,32.11166667,52.96866667,50.43733333,0.836,942.4,137.3,3646,136.4,132.8,3.78,1.787
icr015217,Lambussie,10.86049667,-2.632743333,2,FALSE,5.926,2224.3239,3895.898667,724.9853333,89.374,9085.306,2.626666667,8.415,6.068333333,0.0198,32.7,18.39,223.6,37.81,64.94,0.5421,0.818
icr015237,Lambussie,10.88649333,-2.640236667,2,FALSE,6.248,2156.20056,4400.515333,609.325,140.265,7296.203,3.160333333,7.764,8.194333333,0.1617,45.86,15.78,270.1,80.34,61.28,0.6295,0.606
icr015257,Lambussie,10.91673167,-2.6396,5,FALSE,6.718,9996.28127,4304.532,4104.300667,660.4076667,70066.35667,12.55233333,32.25233333,31.72966667,0.223,159.4,58.53,1218,117.3,96.49,2.097,1.082
icr015276,Lambussie,10.92958167,-2.637041667,3,TRUE,6.174,5019.11096,2917.403333,807.4686667,219.2103333,24920.21467,14.64666667,16.47266667,14.75466667,0.0246,89.07,77.45,384.6,34.32,66.63,0.8124,0.456
icr015296,Lambussie,10.86627833,-2.607243333,3,TRUE,5.877,3451.07049,4953.475667,605.6263333,279.281,16975.52,10.71833333,12.26066667,12.595,0.0823,52.16,31.44,278.9,40.54,59.89,0.4618,0.439
icr015316,Lambussie,10.88011667,-2.620426667,2,FALSE,6.49,7027.61769,4551.281333,841.3283333,171.9173333,12741.93067,3.590666667,9.748333333,10.341,0.1848,100.2,67.03,465.8,79.98,75.67,0.6655,1.961
icr015336,Lambussie,10.90988167,-2.62005,7,FALSE,8.286,22358.41393,4757.169667,23520.115,617.3236667,71240.266,12.949,34.84866667,54.136,1.673,616.6,447.6,5855,138.4,163.2,3.804,16.37
icr015353,Lambussie,10.92147667,-2.616638333,2,FALSE,6.261,3111.48778,2431.113333,571.835,230.4013333,18637.614,9.211,11.57633333,11.872,0.1066,68.48,24.64,368.7,96.87,60.95,0.6172,0.44
icr015433,Kubeasi,6.69583167,-1.306978333,2,FALSE,5.248,9922.91659,2497.910667,704.684,119.5253333,20757.404,5.255333333,10.17866667,15.67666667,0.3109,136.8,91.41,621.9,42.02,178.6,0.9295,2.489
icr015453,Kubeasi,6.71096333,-1.309231667,3,FALSE,6.482,5226.19367,1135.621333,970.909,175.3916667,19806.27467,13.824,13.62566667,18.135,0.3569,147.6,87.32,994.8,93.3,82.75,2.486,1.232
icr015473,Kubeasi,6.73277333,-1.305245,3,FALSE,4.939,5364.67612,3001.313667,481.244,89.09333333,16684.74433,8.094333333,8.316333333,14.78466667,0.1167,96.85,59.87,480.1,19.78,84.13,0.961,1.159
icr015493,Kubeasi,6.75996167,-1.309595,6,FALSE,6.053,8971.67176,5665.085667,1083.949667,243.241,30724.958,12.055,19.69,16.76,0.2711,126.7,51.41,894,70.53,117.3,1.779,1.528
icr015513,Kubeasi,6.68448,-1.28564,6,FALSE,5.202,6288.31416,3658.281,711.707,239.7516667,33705.85067,16.89633333,19.01866667,18.874,0.1838,117,63.92,594.5,93.29,85.38,2.001,1.321
icr015533,Kubeasi,6.71250667,-1.292856667,5,FALSE,5.698,8618.92074,2399.316,1045.040333,275.2966667,38352.40833,19.731,22.13166667,20.22533333,0.2718,106.6,43.37,929.7,93.31,87.84,2.581,1.366
icr015553,Kubeasi,6.728055,-1.284068333,6,FALSE,5.817,8803.06423,2741.768333,1030.850667,206.7526667,41141.31867,9.533,17.968,20.99433333,0.2248,121.4,65.72,756.8,69.66,96.71,1.062,1.246
icr015573,Kubeasi,6.75536333,-1.295706667,3,TRUE,5.885,10256.07407,5461.767667,982.7903333,217.1366667,27773.71433,12.703,17.06,22.18966667,0.26,136.6,103.3,812.1,67.61,126.7,1.889,1.698
icr015593,Kubeasi,6.68232667,-1.25978,1,FALSE,5.447,2660.01672,2021.700667,447.636,88.68233333,9214.308333,5.424,5.753,29.10833333,0.0341,56.09,20.32,380,26.56,236.4,0.5886,1.452
icr015613,Kubeasi,6.71195333,-1.260205,3,TRUE,6.229,20164.76512,2842.555,2400.830667,303.208,27860.77233,11.462,17.11133333,21.97566667,0.8615,149.5,139.9,1838,157.5,137.3,2.516,3.77
icr015633,Kubeasi,6.74021833,-1.266893333,3,FALSE,6.202,4571.5259,4903.194333,523.1613333,96.344,12827.53867,6.863333333,9.444666667,63.72466667,0.0552,90.45,29.8,473.1,16.88,165.6,1.501,1.683
icr015653,Kubeasi,6.75881833,-1.269926667,3,FALSE,4.803,6136.19,4233.31,483.0863333,133.9236667,24404.02833,12.13033333,16.303,24.89733333,0.0645,90.55,23.24,437.4,40.49,94.3,1.936,1.082
icr015673,Kubeasi,6.69200167,-1.241593333,1,FALSE,4.675,1852.82558,1238.839667,165.4303333,21.69733333,1574.159,1.775333333,2.062333333,9.202333333,0.012,16.94,21.03,170.2,1.405,80.85,0.2078,0.742
icr015693,Kubeasi,6.71126667,-1.249091667,3,FALSE,6.833,4798.98259,9562.099,426.395,96.19666667,24231.085,7.622333333,16.26233333,17.87266667,0.0481,285.2,25.91,311.9,22.31,148.3,0.595,1.114
icr015713,Kubeasi,6.73047667,-1.24715,3,FALSE,5.248,6186.75947,5789.308,739.5093333,269.978,25378.72767,14.13033333,17.043,25.29733333,0.2092,89.25,61.51,598.2,108.8,103.1,1.757,1.041
icr015733,Kubeasi,6.75628667,-1.243568333,3,FALSE,6.028,4792.81738,1078.099333,867.485,205.804,15800.426,18.32833333,13.059,18.12266667,0.2654,93.85,28.56,809.6,153.4,85.51,2.308,1.477
icr015753,Ajumako,5.37398667,-0.787106667,5,FALSE,5.927,13074.60964,2613.848667,873.866,394.3983333,36223.14367,11.385,20.01466667,94.11733333,0.575,257.6,107,714.9,215.5,122.6,2.342,1.469
icr015773,Ajumako,5.39579,-0.780361667,5,FALSE,4.812,7266.53516,2858.847,339.133,194.1726667,49694.23467,19.74533333,23.511,53.32166667,0.2588,152.1,39.66,340.3,33.45,77.75,1.939,0.784
icr015793,Ajumako,5.41379333,-0.780368333,3,TRUE,5.365,5928.17247,3668.356667,510.691,498.2826667,27843.366,14.71966667,15.64666667,38.509,0.3948,137.5,136.1,481.4,221.8,104.5,1.796,1.126
icr015813,Ajumako,5.44978,-0.771613333,3,FALSE,6.234,19160.254,2196.235,847.9246667,831.0576667,28307.43,12.72733333,20.07666667,26.80033333,0.8452,184.2,139.9,769.1,465.9,126.8,3.203,2.472
icr015833,Ajumako,5.371555,-0.762728333,2,FALSE,6.595,8557.15066,14867.72133,2372.103667,407.2893333,11660.81167,7.116333333,6.275666667,20.31166667,0.7595,232.2,136.4,807.8,230,101.3,0.9638,2.367
icr015853,Ajumako,5.39815167,-0.751176667,7,FALSE,5.149,7155.54684,1771.223,423.5253333,444.1813333,48785.63767,22.78933333,86.026,110.6876667,0.4104,164.8,50.71,325.5,78.19,65.7,3.655,1.097
icr015873,Ajumako,5.42006,-0.75521,3,FALSE,5.773,9332.68607,2710.674333,589.8306667,383.1643333,38315.93133,18.84333333,24.18966667,24.408,0.4559,173.6,91.44,448.9,152.5,96.6,2.366,1.583
icr015893,Ajumako,5.44254833,-0.764775,3,TRUE,5.944,5252.65068,5011.333333,803.6946667,277.999,18135.52433,10.61866667,10.28666667,15.83733333,0.4771,132.2,39.92,421,186.7,84.72,1.36,1.636
icr015913,Ajumako,5.377035,-0.726425,7,TRUE,6.858,11106.69076,4790.233333,8350.123,1159.059,57445.236,99.718,38.99866667,56.48633333,0.9852,1129,90.02,2474,215.3,134.4,2.544,1.062
icr015933,Ajumako,5.39910833,-0.733821667,9,FALSE,5.008,16364.54523,1148.937,900.3845,645.1465,94021.0125,27.5055,48.4785,37.078,0.5528,274.1,61.11,555.5,140.2,89.8,4.257,3.868
icr015953,Ajumako,5.41552833,-0.736546667,5,FALSE,4.691,8835.73741,3607.5585,578.126,297.984,52335.693,16.695,21.535,75.5745,0.3059,169.9,67.81,355.1,49.72,109.4,1.875,1.3
icr015973,Ajumako,5.434675,-0.728883333,6,FALSE,6.603,8632.47544,2026.129333,1152.374667,450.0053333,35932.378,15.657,20.14733333,54.20933333,0.4506,234.3,51.87,735,192.9,120.6,2.136,1.889
icr015993,Ajumako,5.36981833,-0.714001667,1,FALSE,5.907,2962.27068,1211.455333,1129.002,77.19266667,8291.119333,2.286,4.559333333,7.487,0.0959,117.6,12.13,230.8,4.14,392.8,0.2879,0.645
icr016013,Ajumako,5.39372667,-0.707133333,7,FALSE,6.673,13470.69979,5295.744,14113.13567,1093.949667,54342.121,72.08233333,41.93633333,58.51233333,0.5962,1133,68.67,2054,178.7,163.9,3.416,1.823
icr016033,Ajumako,5.42318167,-0.709083333,8,FALSE,6.012,14992.89155,3203.847333,16561.43533,1153.986,57290.03467,69.629,61.82033333,57.946,0.6497,1006,101,3222,178.4,190.3,3.744,1.962
icr016053,Ajumako,5.44766667,-0.717421667,7,TRUE,6.676,15068.44282,3516.854667,2339.827,628.592,58054.613,22.39666667,29.801,54.21366667,1.206,267.1,138.4,1399,239.8,105.5,4.661,3.95
icr020849,Kidatu,-8.07403278,37.26938248,1,FALSE,6.047,1776.61099,5220.635333,302.0556667,25.30766667,1971.313667,1.203333333,2.313333333,2.252333333,0.0878,34.7,26.41,170.6,5.911,127.9,0.3122,1.589
icr020869,Kidatu,-8.04190826,37.27168274,1,FALSE,6.379,1270.03226,4687.993333,167.2116667,23.912,1744.262333,1.175,2.117666667,2.263333333,0.0842,35.43,31.99,148.7,4.855,68.83,0.1986,1.179
icr020889,Kidatu,-8.02105045,37.27035141,2,FALSE,5.146,4053.14505,10602.00233,733.3766667,11.61433333,6260.282667,5.010666667,6.324,5.372666667,0.1132,88.35,41.56,330.3,7.481,133.3,1.682,0.7391
icr020909,Kidatu,-8.00080681,37.27236938,4,FALSE,6.136,3757.69988,30645.01333,805.351,177.4156667,6595.089333,3.154,4.445,6.639333333,0.1148,83.57,73.94,431.9,150.9,109.8,0.8351,1.35
icr020928,Kidatu,-8.07408333,37.29367447,2,TRUE,6.461,3381.32188,10490.771,618.77,175.9693333,5553.464,1.985333333,7.303333333,3.757333333,0.0351,79.23,49.02,477.9,154.6,121.9,1.622,0.7352
icr020948,Kidatu,-8.04761505,37.295681,1,FALSE,5.968,2061.53259,12776.43267,584.2263333,23.42,1840.355,0.712666667,2.005,1.674,0.0626,51.65,35.3,235.4,12.64,119.5,0.4974,1.095
icr020971,Kidatu,-8.02381229,37.29229736,4,FALSE,6.477,2518.33171,55711.40033,1199.531,90.91033333,3728.343667,0.873,2.236333333,3.24,0.0803,51.88,43.99,406.6,73.05,94.04,0.3718,0.9822
icr020987,Kidatu,-8.00173283,37.29563904,4,FALSE,6.381,2376.43018,32425.71533,664.743,105.0996667,2641.711333,0.870333333,2.359666667,2.368,0.1597,48.35,33.69,295.6,80.04,83.32,0.3918,1.479
icr021005,Kidatu,-8.06768513,37.31658554,4,TRUE,6.148,4324.54109,34861.48067,525.786,196.1923333,10068.02133,4.225666667,6.367666667,7.635333333,0.1268,147.9,94.9,479.3,165.4,127.9,0.9666,0.7313
icr021024,Kidatu,-8.0423584,37.31354523,3,FALSE,5.843,3360.88121,9166.900333,259.318,230.3766667,14771.26,9.688333333,8.634666667,9.493666667,0.1327,93.14,125.1,261.9,159.7,67.08,0.987,0.6252
icr021044,Kidatu,-8.02555275,37.31706238,1,FALSE,5.981,2179.34839,5179.365,736.4813333,15.905,1271.243,0.478666667,1.617666667,1.315666667,0.032,39.11,25.09,190,13.86,162.9,0.3131,1.003
icr021064,Kidatu,-8.00514507,37.31461716,2,TRUE,6.573,10153.67121,10792.52233,626.965,229.3383333,7443.475,2.22,5.22,4.498666667,0.1041,69.91,61.31,418.2,211.4,94.66,0.8547,0.9004
icr021084,Kidatu,-8.07075501,37.33062744,1,TRUE,5.58,1657.35595,1523.051667,253.7133333,11.76966667,1880.712333,2.142,2.738,3.677,0.0491,32.81,20.07,151.9,2.041,218.2,0.3976,1.738
icr021104,Kidatu,-8.04930496,37.33369827,1,FALSE,5.522,2196.14111,6838.929333,884.306,13.231,2213.438333,1.634333333,2.817,2.304666667,0.0447,58.37,35.25,258.7,5.847,141.2,0.6028,1.149
icr021124,Kidatu,-8.02354813,37.33749771,2,FALSE,6.163,3452.16542,8467.179,1181.865333,94.47233333,3133.578333,1.68,3.082666667,3.884,0.0528,103,41.06,546.9,110.8,205.9,0.5598,1.451
icr021142,Kidatu,-8.00446224,37.32851028,1,FALSE,6.283,4633.14697,4953.745667,937.0973333,227.6423333,2855.168333,2.958333333,3.195333333,3.281666667,0.1886,97.11,47,551.9,276.9,154,0.7195,1.023
icr023117,Macassangila,-13.44472167,35.46230333,2,TRUE,6.36,3193.62894,4617.313667,751.5543333,130.928,10950.17633,5.736,7.183666667,11.00033333,0.18,83,59,302,48,84,0.54,1.09
icr023137,Macassangila,-13.42477667,35.46136,4,FALSE,6.15,2672.45084,19504.49733,5340.199,441.1753333,10053.73267,0.537,4.683,18.67566667,0.13,89,45,269,152,222,0.56,1.02
icr023156,Macassangila,-13.39751667,35.463245,6,FALSE,6.08,3517.34132,32220.93667,442.899,217.8106667,9124.494667,1.844666667,2.660333333,20.19933333,0.3,125,130,320,122,63,0.36,1.26
icr023176,Macassangila,-13.37361833,35.45979833,7,FALSE,6.22,7230.41534,2559.008667,751.3573333,808.647,51382.32167,25.28866667,33.886,53.37133333,0.24,185,136,490,218,81,1.82,1.01
icr023214,Macassangila,-13.414135,35.48740333,7,FALSE,6.03,3645.24618,3370.294,915.6773333,552.066,43853.78567,46.96466667,25.19033333,46.43933333,0.22,193,186,551,179,68,0.96,0.95
icr023234,Macassangila,-13.40028833,35.48778167,5,FALSE,5.75,3102.82484,4664.187333,325.726,188.3043333,23194.466,21.49133333,13.761,26.187,0.31,145,156,259,85,53,0.65,1.24
icr023254,Macassangila,-13.37299833,35.47741667,3,FALSE,5.35,7386.61915,2628.172667,1820.014,385.49,26620.56167,3.932666667,19.04333333,27.02833333,0.04,87,53,335,21,298,3.73,1.41
icr023274,Macassangila,-13.43872667,35.509765,7,FALSE,5.98,5670.36152,1469.389,740.2493333,623.4973333,48747.877,51.106,31.363,54.285,0.23,192,245,592,169,99,1.74,3.58
icr023294,Macassangila,-13.41760667,35.511175,5,FALSE,5.95,3250.24351,6598.447667,372.1016667,290.6146667,33170.05467,11.473,13.00566667,37.52066667,0.22,160,157,262,103,62,0.67,1.15
icr023314,Macassangila,-13.399045,35.50034833,9,FALSE,5.75,6812.60049,1578.018667,611.7466667,753.4326667,56445.65867,46.818,36.31733333,54.72966667,0.2,150,119,556,202,66,1.45,1.3
icr023334,Macassangila,-13.37075167,35.50440167,9,FALSE,5.92,5276.94672,1858.371333,503.3213333,789.9466667,66857.36133,27.17033333,42.35466667,59.182,0.2,183,200,443,138,92,1.89,1.63
icr023354,Macassangila,-13.44441167,35.52735167,5,FALSE,6.27,3961.59634,22174.523,674.12,275.2423333,16208.92633,5.541333333,8.81,27.47466667,0.16,126,166,291,164,94,0.88,2.49
icr023374,Macassangila,-13.41841667,35.52110333,5,FALSE,6.27,6496.58263,7681.098,4300.933667,337.903,28592.20333,14.69666667,13.69033333,39.51633333,0.17,261,117,844,64,158,1.33,2.45
icr023394,Macassangila,-13.40278,35.52307667,5,FALSE,5.66,3491.44876,2797.835667,333.0436667,225.1473333,32084.83233,52.30033333,16.20233333,34.67266667,0.29,151,176,325,109,66,0.8,1.85
icr023414,Macassangila,-13.37711,35.52999333,9,TRUE,5.57,4884.71508,5583.054,1215.987333,1319.412667,90364.87,47.16033333,68.01133333,118.301,0.13,225,257,703,171,128,3.4,2.72
icr023434,Chica_b,-14.75066833,39.839635,4,TRUE,6.38,2649.5555,33438.30233,2779.969,201.864,6561.542333,3.168,5.578333333,12.416,0.12,71,71,294,64,45,0.78,1.99
icr023454,Chica_b,-14.726465,39.84090667,8,FALSE,6.24,5939.64159,11989.736,24126.24467,463.7693333,24679.19967,38.979,17.74333333,43.45266667,0.14,665,90,884,39,90,1.08,1.71
icr023474,Chica_b,-14.70832833,39.83611667,2,FALSE,6.07,3224.65658,19205.193,1866.65,217.84,3520.663,0.445666667,1.779666667,6.982333333,0.14,63,78,207,109,35,0.35,1.79
icr023494,Chica_b,-14.68884167,39.84353333,2,FALSE,6.02,3583.42752,4611.249,670.5703333,142.5033333,4010.223,3.058666667,2.315,6.724333333,0.28,77,188,266,75,46,0.46,1.63
icr023514,Chica_b,-14.75414,39.85758167,1,FALSE,8.05,4858.1928,5204.120667,3772.232,58.16333333,1552.739667,1.594666667,1.817666667,3.540666667,0.44,99,59,1473,25,65,0.66,2.12
icr023534,Chica_b,-14.72360167,39.86317833,1,FALSE,6.45,2740.26453,11989.296,2527.558333,119.2263333,928.25,0.341,0.970666667,3.559333333,0.1,67,30,261,57,36,0.29,1.43
icr023554,Chica_b,-14.70096833,39.86144167,2,FALSE,6.16,2672.87254,7985.756667,2442.120333,196.0036667,3048.406667,0.859333333,1.904,6.379,0.22,81,99,354,174,65,0.59,1.93
icr023574,Chica_b,-14.68552,39.86471833,4,FALSE,6.99,4953.51091,13945.50067,3180.020667,333.6276667,5200.884,1.445,4.58,8.399,0.29,99,99,851,249,91,1.17,1.61
icr023594,Chica_b,-14.7512,39.8859,4,FALSE,6.83,5395.28757,13649.78567,7281.056333,376.1176667,11527.18433,19.25966667,10.816,13.81866667,0.25,137,111,1338,184,75,2.69,2.65
icr023614,Chica_b,-14.72912667,39.87938333,4,FALSE,6.69,2570.98347,17327.98933,9330.313333,186.7956667,6303.635,4.470666667,5.315333333,9.130333333,0.23,93,53,716,68,68,0.76,1.03
icr023634,Chica_b,-14.701545,39.88362667,6,FALSE,6.9,5432.4609,37552.129,9812.849,394.78,12066.975,3.424,9.144333333,13.961,0.45,228,141,1730,166,75,2.37,1.96
icr023653,Chica_b,-14.68108833,39.88605833,6,FALSE,5.73,8540.09151,17986.612,14573.09767,233.3596667,11959.18433,3.876333333,5.61,22.00466667,0.31,240,44,828,27,174,0.62,1.22
icr023673,Chica_b,-14.74916833,39.90905167,4,FALSE,7.22,3487.53616,31425.51533,10251.43433,279.5296667,8715.267,3.942333333,4.048,15.501,0.44,98,187,635,159,70,0.9,0.82
icr023693,Chica_b,-14.72569333,39.90788167,4,FALSE,6.41,3354.94027,48841.478,3519.953333,322.8176667,6780.559333,4.370666667,4.443666667,13.07733333,0.48,96,140,482,161,61,0.75,0.9
icr023713,Chica_b,-14.70472833,39.91341833,6,FALSE,5.21,45957.81803,38618.03667,6884.675667,131.48,12285.25833,3.968666667,4.201333333,28.21433333,0.23,62,93,364,4,109,0.27,0.98
icr023732,Chica_b,-14.68274,39.90612,4,FALSE,5.96,3325.27369,42773.98833,2769.077333,56.76133333,4307.131667,1.824333333,2.412,6.375,0.17,64,53,302,9,128,0.42,0.73
icr024869,Itende,-6.92843294,34.1724205,4,TRUE,6.24,3792.07537,29777.07567,930.6603333,94.47433333,4934.517333,8.486333333,3.803333333,7.46,0.09,113,107,214,53,62,0.48,1.82
icr024880,Itende,-6.89794493,34.17971039,4,FALSE,6.37,5562.09385,15196.19733,1629.750667,161.6496667,13018.52733,19.94866667,11.06966667,12.727,0.1,197,137,525,111,62,1.3,1.64
icr024900,Itende,-6.88135815,34.17768097,4,FALSE,5.93,4129.50173,26548.825,1051.597333,123.2623333,3508.034,2.386666667,2.122333333,6.229666667,0.07,91,92,343,66,49,0.36,1.77
icr024918,Itende,-6.86510992,34.18169403,4,FALSE,6.02,1241.08367,49079.96567,6265.300667,40.194,3838.775333,1.535666667,3.714333333,4.356,0.01,85,43,140,11,97,0.34,2.94
icr024938,Itende,-6.92998695,34.19476318,2,FALSE,5.83,2866.73069,11663.56933,1468.003,66.42233333,2603.844,3.442333333,2.720333333,4.407333333,0.02,97,48,214,24,68,0.33,2.08
icr024957,Itende,-6.91006517,34.19247818,4,FALSE,5.34,2591.10369,25459.16567,1254.222667,141.193,8398.466333,9.538333333,6.425666667,10.923,0.08,143,109,179,100,66,0.63,2.79
